Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"RP","Pesticides Use","642","Romania","5159","Use per area of cropland","1357","Pesticides (total)","2018","2018","kg/ha","1.22","E","Estimated value","Estimated Value"
"RP","Pesticides Use","642","Romania","5159","Use per area of cropland","1357","Pesticides (total)","2019","2019","kg/ha","0.96","E","Estimated value","Estimated Value"
"RP","Pesticides Use","642","Romania","5159","Use per area of cropland","1357","Pesticides (total)","2020","2020","kg/ha","0.98","E","Estimated value","Estimated Value"
"RP","Pesticides Use","642","Romania","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.93","E","Estimated value","Estimated Value"
"RP","Pesticides Use","642","Romania","5159","Use per area of cropland","1357","Pesticides (total)","2022","2022","kg/ha","0.92","E","Estimated value","Estimated Value"
"RP","Pesticides Use","643","Russian Federation","5159","Use per area of cropland","1357","Pesticides (total)","2017","2017","kg/ha","0.64","E","Estimated value","Estimated Value"
"RP","Pesticides Use","643","Russian Federation","5159","Use per area of cropland","1357","Pesticides (total)","2018","2018","kg/ha","0.6","E","Estimated value","Estimated Value"
"RP","Pesticides Use","643","Russian Federation","5159","Use per area of cropland","1357","Pesticides (total)","2019","2019","kg/ha","0.63","E","Estimated value","Estimated Value"
"RP","Pesticides Use","643","Russian Federation","5159","Use per area of cropland","1357","Pesticides (total)","2020","2020","kg/ha","0.73","E","Estimated value","Estimated Value"
"RP","Pesticides Use","643","Russian Federation","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.79","E","Estimated value","Estimated Value"
"RP","Pesticides Use","643","Russian Federation","5159","Use per area of cropland","1357","Pesticides (total)","2022","2022","kg/ha","0.79","E","Estimated value","Estimated Value"
"RP","Pesticides Use","688","Serbia","5159","Use per area of cropland","1357","Pesticides (total)","2017","2017","kg/ha","0.82","E","Estimated value","Estimated Value"
"RP","Pesticides Use","688","Serbia","5159","Use per area of cropland","1357","Pesticides (total)","2018","2018","kg/ha","0.88","E","Estimated value","Estimated Value"
"RP","Pesticides Use","688","Serbia","5159","Use per area of cropland","1357","Pesticides (total)","2019","2019","kg/ha","0.93","E","Estimated value","Estimated Value"
"RP","Pesticides Use","688","Serbia","5159","Use per area of cropland","1357","Pesticides (total)","2020","2020","kg/ha","0.9","E","Estimated value","Estimated Value"
"RP","Pesticides Use","688","Serbia","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.8","E","Estimated value","Estimated Value"
"RP","Pesticides Use","688","Serbia","5159","Use per area of cropland","1357","Pesticides (total)","2022","2022","kg/ha","0.76","E","Estimated value","Estimated Value"
"RP","Pesticides Use","703","Slovakia","5159","Use per area of cropland","1357","Pesticides (total)","2017","2017","kg/ha","1.27","E","Estimated value","Estimated Value"
"RP","Pesticides Use","703","Slovakia","5159","Use per area of cropland","1357","Pesticides (total)","2018","2018","kg/ha","1.31","E","Estimated value","Estimated Value"
"RP","Pesticides Use","703","Slovakia","5159","Use per area of cropland","1357","Pesticides (total)","2019","2019","kg/ha","1.36","E","Estimated value","Estimated Value"
"RP","Pesticides Use","703","Slovakia","5159","Use per area of cropland","1357","Pesticides (total)","2020","2020","kg/ha","1.33","E","Estimated value","Estimated Value"
"RP","Pesticides Use","703","Slovakia","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","1.21","E","Estimated value","Estimated Value"
"RP","Pesticides Use","703","Slovakia","5159","Use per area of cropland","1357","Pesticides (total)","2022","2022","kg/ha","1.13","E","Estimated value","Estimated Value"
"RP","Pesticides Use","705","Slovenia","5159","Use per area of cropland","1357","Pesticides (total)","2017","2017","kg/ha","4.57","E","Estimated value","Estimated Value"
"RP","Pesticides Use","705","Slovenia","5159","Use per area of cropland","1357","Pesticides (total)","2018","2018","kg/ha","4.97","E","Estimated value","Estimated Value"
"RP","Pesticides Use","705","Slovenia","5159","Use per area of cropland","1357","Pesticides (total)","2019","2019","kg/ha","4.15","E","Estimated value","Estimated Value"
"RP","Pesticides Use","705","Slovenia","5159","Use per area of cropland","1357","Pesticides (total)","2020","2020","kg/ha","4.12","E","Estimated value","Estimated Value"
"RP","Pesticides Use","705","Slovenia","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","3.89","E","Estimated value","Estimated Value"
"RP","Pesticides Use","705","Slovenia","5159","Use per area of cropland","1357","Pesticides (total)","2022","2022","kg/ha","3.55","E","Estimated value","Estimated Value"
"RP","Pesticides Use","724","Spain","5159","Use per area of cropland","1357","Pesticides (total)","2017","2017","kg/ha","4.24","E","Estimated value","Estimated Value"
"RP","Pesticides Use","724","Spain","5159","Use per area of cropland","1357","Pesticides (total)","2018","2018","kg/ha","4.36","E","Estimated value","Estimated Value"
"RP","Pesticides Use","724","Spain","5159","Use per area of cropland","1357","Pesticides (total)","2019","2019","kg/ha","4.49","E","Estimated value","Estimated Value"
"RP","Pesticides Use","724","Spain","5159","Use per area of cropland","1357","Pesticides (total)","2020","2020","kg/ha","4.55","E","Estimated value","Estimated Value"
"RP","Pesticides Use","724","Spain","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","4.59","E","Estimated value","Estimated Value"
"RP","Pesticides Use","724","Spain","5159","Use per area of cropland","1357","Pesticides (total)","2022","2022","kg/ha","3.36","E","Estimated value","Estimated Value"
"RP","Pesticides Use","752","Sweden","5159","Use per area of cropland","1357","Pesticides (total)","2017","2017","kg/ha","0.81","E","Estimated value","Estimated Value"
"RP","Pesticides Use","752","Sweden","5159","Use per area of cropland","1357","Pesticides (total)","2018","2018","kg/ha","0.73","E","Estimated value","Estimated Value"
"RP","Pesticides Use","752","Sweden","5159","Use per area of cropland","1357","Pesticides (total)","2019","2019","kg/ha","0.71","E","Estimated value","Estimated Value"
"RP","Pesticides Use","752","Sweden","5159","Use per area of cropland","1357","Pesticides (total)","2020","2020","kg/ha","0.81","E","Estimated value","Estimated Value"
"RP","Pesticides Use","752","Sweden","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.84","E","Estimated value","Estimated Value"
"RP","Pesticides Use","752","Sweden","5159","Use per area of cropland","1357","Pesticides (total)","2022","2022","kg/ha","0.92","E","Estimated value","Estimated Value"
"RP","Pesticides Use","756","Switzerland","5159","Use per area of cropland","1357","Pesticides (total)","2017","2017","kg/ha","4.74","E","Estimated value","Estimated Value"
"RP","Pesticides Use","756","Switzerland","5159","Use per area of cropland","1357","Pesticides (total)","2018","2018","kg/ha","4.77","E","Estimated value","Estimated Value"
"RP","Pesticides Use","756","Switzerland","5159","Use per area of cropland","1357","Pesticides (total)","2019","2019","kg/ha","4.53","E","Estimated value","Estimated Value"
"RP","Pesticides Use","756","Switzerland","5159","Use per area of cropland","1357","Pesticides (total)","2020","2020","kg/ha","4.43","E","Estimated value","Estimated Value"
"RP","Pesticides Use","756","Switzerland","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","5.28","E","Estimated value","Estimated Value"
"RP","Pesticides Use","756","Switzerland","5159","Use per area of cropland","1357","Pesticides (total)","2022","2022","kg/ha","5.14","E","Estimated value","Estimated Value"
"RP","Pesticides Use","804","Ukraine","5159","Use per area of cropland","1357","Pesticides (total)","2017","2017","kg/ha","1.14","E","Estimated value","Estimated Value"
"RP","Pesticides Use","804","Ukraine","5159","Use per area of cropland","1357","Pesticides (total)","2018","2018","kg/ha","0.75","E","Estimated value","Estimated Value"
"RP","Pesticides Use","804","Ukraine","5159","Use per area of cropland","1357","Pesticides (total)","2019","2019","kg/ha","0.72","E","Estimated value","Estimated Value"
"RP","Pesticides Use","804","Ukraine","5159","Use per area of cropland","1357","Pesticides (total)","2020","2020","kg/ha","0.73","E","Estimated value","Estimated Value"
"RP","Pesticides Use","804","Ukraine","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.8","E","Estimated value","Estimated Value"
"RP","Pesticides Use","804","Ukraine","5159","Use per area of cropland","1357","Pesticides (total)","2022","2022","kg/ha","0.58","E","Estimated value","Estimated Value"
"RP","Pesticides Use","826","United Kingdom of Great Britain and Northern Ireland","5159","Use per area of cropland","1357","Pesticides (total)","2017","2017","kg/ha","3.12","E","Estimated value","Estimated Value"
"RP","Pesticides Use","826","United Kingdom of Great Britain and Northern Ireland","5159","Use per area of cropland","1357","Pesticides (total)","2018","2018","kg/ha","3.17","E","Estimated value","Estimated Value"
"RP","Pesticides Use","826","United Kingdom of Great Britain and Northern Ireland","5159","Use per area of cropland","1357","Pesticides (total)","2019","2019","kg/ha","3.2","E","Estimated value","Estimated Value"
"RP","Pesticides Use","826","United Kingdom of Great Britain and Northern Ireland","5159","Use per area of cropland","1357","Pesticides (total)","2020","2020","kg/ha","2.49","E","Estimated value","Estimated Value"
"RP","Pesticides Use","826","United Kingdom of Great Britain and Northern Ireland","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","2.44","E","Estimated value","Estimated Value"
"RP","Pesticides Use","826","United Kingdom of Great Britain and Northern Ireland","5159","Use per area of cropland","1357","Pesticides (total)","2022","2022","kg/ha","2.81","E","Estimated value","Estimated Value"
